# BUSCO version is: 5.6.1 
# The lineage dataset is: fungi_odb10 (Creation date: 2024-01-08, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
160044at4751	Complete	contig_86	2360959	2358805	-	441.4	315	https://v10-1.orthodb.org/?query=160044at4751	Sodium/hydrogen exchanger
160875at4751	Complete	contig_4	544667	542626	-	508.7	415	https://v10-1.orthodb.org/?query=160875at4751	RNA helicase
160940at4751	Complete	contig_37	938073	939413	+	184.0	223	https://v10-1.orthodb.org/?query=160940at4751	Pyridoxal phosphate-dependent transferase
160995at4751	Complete	contig_85	495336	496922	+	677.0	384	https://v10-1.orthodb.org/?query=160995at4751	Translation initiation factor 2, gamma subunit, C-terminal
161113at4751	Complete	contig_5	876164	871525	-	402.4	306	https://v10-1.orthodb.org/?query=161113at4751	Peptidase M16, N-terminal
163318at4751	Complete	contig_4	1204882	1213216	+	251.4	307	https://v10-1.orthodb.org/?query=163318at4751	Tetratricopeptide-like helical domain superfamily
165243at4751	Complete	contig_2	1090617	1091948	+	305.4	241	https://v10-1.orthodb.org/?query=165243at4751	Zinc finger C2H2-type
167290at4751	Complete	contig_1	579765	577840	-	465.0	424	https://v10-1.orthodb.org/?query=167290at4751	Heat shock protein 70 family
167374at4751	Complete	contig_1	668629	665964	-	244.8	404	https://v10-1.orthodb.org/?query=167374at4751	Ku, C-terminal
167498at4751	Complete	contig_2	963357	961728	-	601.0	383	https://v10-1.orthodb.org/?query=167498at4751	Signal recognition particle, SRP54 subunit
168092at4751	Complete	contig_90	1226284	1228400	+	537.1	385	https://v10-1.orthodb.org/?query=168092at4751	Helicase, C-terminal
168489at4751	Complete	contig_93	1016065	1013142	-	592.3	516	https://v10-1.orthodb.org/?query=168489at4751	Vacuolar import/degradation Vid27, C-terminal
169381at4751	Complete	contig_90	2708047	2706043	-	308.4	234	https://v10-1.orthodb.org/?query=169381at4751	WD40-repeat-containing domain
170297at4751	Complete	contig_93	273961	278213	+	865.3	518	https://v10-1.orthodb.org/?query=170297at4751	26S proteasome non-ATPase regulatory subunit 3
170401at4751	Complete	contig_5	1469052	1475813	+	368.6	513	https://v10-1.orthodb.org/?query=170401at4751	Zinc finger, RING/FYVE/PHD-type
170904at4751	Complete	contig_37	305196	301321	-	717.2	731	https://v10-1.orthodb.org/?query=170904at4751	p-loop containing nucleoside triphosphate hydrolase protein
171181at4751	Complete	contig_12	194571	192942	-	119.8	153	https://v10-1.orthodb.org/?query=171181at4751	Cytidine deaminase-like
171238at4751	Complete	contig_70	558393	555319	-	405.4	287	https://v10-1.orthodb.org/?query=171238at4751	Succinate--CoA ligase 
172113at4751	Complete	contig_86	2525018	2523361	-	553.4	297	https://v10-1.orthodb.org/?query=172113at4751	Peptide chain release factor eRF1/aRF1
172363at4751	Complete	contig_5	1403165	1399856	-	514.3	590	https://v10-1.orthodb.org/?query=172363at4751	Armadillo-type fold
172966at4751	Complete	contig_12	1405353	1401606	-	588.1	406	https://v10-1.orthodb.org/?query=172966at4751	Nuclear pore localisation protein NPL4, C-terminal
173428at4751	Complete	contig_85	684172	686350	+	552.8	414	https://v10-1.orthodb.org/?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173995at4751	Complete	contig_5	75188	79617	+	297.4	264	https://v10-1.orthodb.org/?query=173995at4751	WD40-repeat-containing domain
174653at4751	Complete	contig_5	372174	370718	-	664.1	362	https://v10-1.orthodb.org/?query=174653at4751	Adenosylhomocysteinase
174672at4751	Complete	contig_85	1715960	1719950	+	234.3	263	https://v10-1.orthodb.org/?query=174672at4751	tRNA guanosine-2'-O-methyltransferase, TRM11
175136at4751	Complete	contig_86	1519536	1521461	+	345.4	275	https://v10-1.orthodb.org/?query=175136at4751	WD40-repeat-containing domain
175599at4751	Complete	contig_85	445456	443593	-	108.9	172	https://v10-1.orthodb.org/?query=175599at4751	DAMP1, SANT/Myb-like domain
176178at4751	Complete	contig_12	394844	391441	-	434.9	320	https://v10-1.orthodb.org/?query=176178at4751	Winged helix DNA-binding domain superfamily
176478at4751	Complete	contig_10	502696	504460	+	393.5	351	https://v10-1.orthodb.org/?query=176478at4751	CCAAT-binding factor
176648at4751	Missing
176748at4751	Complete	contig_86	1727308	1729809	+	450.0	383	https://v10-1.orthodb.org/?query=176748at4751	WD40-repeat-containing domain
179025at4751	Complete	contig_5	2217366	2219210	+	215.3	233	https://v10-1.orthodb.org/?query=179025at4751	Nucleotide-diphospho-sugar transferases
179437at4751	Complete	contig_6	1794079	1792466	-	572.5	368	https://v10-1.orthodb.org/?query=179437at4751	Anthranilate synthase component I
179897at4751	Complete	contig_10	558109	559783	+	290.7	271	https://v10-1.orthodb.org/?query=179897at4751	Atg6/Beclin
181890at4751	Complete	contig_85	1620643	1618667	-	70.6	106	https://v10-1.orthodb.org/?query=181890at4751	TFIIH p62 subunit, N-terminal
181959at4751	Complete	contig_12	417905	420713	+	643.5	352	https://v10-1.orthodb.org/?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	contig_86	1027048	1023226	-	420.9	353	https://v10-1.orthodb.org/?query=183720at4751	RNA helicase
183801at4751	Complete	contig_92	228330	229455	+	102.5	116	https://v10-1.orthodb.org/?query=183801at4751	Winged helix-like DNA-binding domain superfamily
183849at4751	Complete	contig_10	766170	768769	+	721.3	435	https://v10-1.orthodb.org/?query=183849at4751	Oligosaccharyl transferase, STT3 subunit
184718at4751	Complete	contig_1	1710033	1707049	-	828.4	707	https://v10-1.orthodb.org/?query=184718at4751	Tetratricopeptide repeat
184762at4751	Complete	contig_70	592709	591363	-	593.8	305	https://v10-1.orthodb.org/?query=184762at4751	26S proteasome regulatory subunit 8
185196at4751	Complete	contig_37	1015150	1026762	+	500.0	499	https://v10-1.orthodb.org/?query=185196at4751	Exocyst complex component EXOC6/Sec15
185399at4751	Complete	contig_90	1986833	1985265	-	443.3	312	https://v10-1.orthodb.org/?query=185399at4751	Glycosyl transferase, family 4
186138at4751	Complete	contig_93	1074811	1076340	+	372.2	280	https://v10-1.orthodb.org/?query=186138at4751	DNA primase
186574at4751	Complete	contig_90	1793571	1795540	+	522.9	366	https://v10-1.orthodb.org/?query=186574at4751	Adenylosuccinate lyase
186701at4751	Complete	contig_6	543555	546371	+	431.4	437	https://v10-1.orthodb.org/?query=186701at4751	Mad3/Bub1 homology region 1
187821at4751	Complete	contig_3	286854	284597	-	489.8	393	https://v10-1.orthodb.org/?query=187821at4751	GMP synthase
188070at4751	Complete	contig_6	142500	143902	+	571.8	296	https://v10-1.orthodb.org/?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Complete	contig_86	1920708	1922961	+	233.9	295	https://v10-1.orthodb.org/?query=189234at4751	Ku70
189573at4751	Complete	contig_5	2041015	2039346	-	377.8	251	https://v10-1.orthodb.org/?query=189573at4751	Coatomer subunit delta
190183at4751	Complete	contig_90	2203772	2201741	-	368.9	257	https://v10-1.orthodb.org/?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	contig_5	180469	178043	-	541.3	444	https://v10-1.orthodb.org/?query=190475at4751	Digestive organ expansion factor, predicted
190832at4751	Complete	contig_5	1577478	1575558	-	363.4	314	https://v10-1.orthodb.org/?query=190832at4751	PAN2-PAN3 deadenylation complex subunit PAN3
191114at4751	Complete	contig_1	946055	947664	+	491.4	318	https://v10-1.orthodb.org/?query=191114at4751	Phenylalanyl-tRNA synthetase
191296at4751	Fragmented	contig_5	592148	594273	+	152.6	325	https://v10-1.orthodb.org/?query=191296at4751	Nuclear pore protein 84/107
191310at4751	Complete	contig_86	269984	267097	-	469.7	503	https://v10-1.orthodb.org/?query=191310at4751	Vps16, C-terminal
192059at4751	Complete	contig_10	1010002	1007463	-	263.9	312	https://v10-1.orthodb.org/?query=192059at4751	P-loop containing nucleoside triphosphate hydrolase
192135at4751	Complete	contig_1	957614	962986	+	639.5	663	https://v10-1.orthodb.org/?query=192135at4751	Rho GTPase activation protein
192452at4751	Complete	contig_90	2360514	2362217	+	547.4	409	https://v10-1.orthodb.org/?query=192452at4751	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
195619at4751	Complete	contig_6	1738758	1734265	-	662.2	450	https://v10-1.orthodb.org/?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Complete	contig_86	1311520	1305612	-	864.5	791	https://v10-1.orthodb.org/?query=195863at4751	Exportin-1/Importin-beta-like
196015at4751	Complete	contig_86	2517364	2515620	-	675.4	362	https://v10-1.orthodb.org/?query=196015at4751	Pseudouridine synthase, catalytic domain superfamily
196094at4751	Complete	contig_5	1755659	1757995	+	434.1	458	https://v10-1.orthodb.org/?query=196094at4751	Chaperone J-domain superfamily
196841at4751	Complete	contig_93	390844	388586	-	491.2	376	https://v10-1.orthodb.org/?query=196841at4751	Sulfate adenylyltransferase
197111at4751	Complete	contig_4	283067	281293	-	559.1	316	https://v10-1.orthodb.org/?query=197111at4751	Pyridoxal phosphate-dependent transferase
197612at4751	Complete	contig_85	493091	494617	+	223.3	239	https://v10-1.orthodb.org/?query=197612at4751	WD40 repeat
198196at4751	Complete	contig_85	638478	640302	+	533.3	356	https://v10-1.orthodb.org/?query=198196at4751	Threonine dehydratase
198234at4751	Complete	contig_4	1181965	1184504	+	296.0	345	https://v10-1.orthodb.org/?query=198234at4751	Conserved oligomeric Golgi complex, subunit 3
200331at4751	Complete	contig_86	827321	828497	+	163.2	173	https://v10-1.orthodb.org/?query=200331at4751	TAP46-like protein
201591at4751	Complete	contig_86	644404	643180	-	83.2	90	https://v10-1.orthodb.org/?query=201591at4751	WD40-repeat-containing domain
202089at4751	Complete	contig_37	971043	972252	+	234.0	210	https://v10-1.orthodb.org/?query=202089at4751	Tom40
202248at4751	Complete	contig_90	1913211	1915489	+	218.8	229	https://v10-1.orthodb.org/?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	contig_1	749608	750952	+	201.8	242	https://v10-1.orthodb.org/?query=203109at4751	eRF1 domain 1/Pelota-like
203710at4751	Complete	contig_6	403546	401980	-	500.7	316	https://v10-1.orthodb.org/?query=203710at4751	COX15/CtaA family
204087at4751	Complete	contig_12	220231	221351	+	480.0	277	https://v10-1.orthodb.org/?query=204087at4751	Chorismate synthase
204341at4751	Fragmented	contig_91	95692	99399	+	423.6	317	https://v10-1.orthodb.org/?query=204341at4751	Condensin complex subunit 2
204508at4751	Fragmented	contig_86	929196	925531	-	165.1	160	https://v10-1.orthodb.org/?query=204508at4751	Clp1, N-terminal beta-sandwich domain
205479at4751	Complete	contig_91	29687	22672	-	285.3	189	https://v10-1.orthodb.org/?query=205479at4751	Cyclin-dependent kinase 7
207926at4751	Complete	contig_5	1799267	1796359	-	416.2	500	https://v10-1.orthodb.org/?query=207926at4751	Heat shock protein 70 family
208463at4751	Complete	contig_5	383858	390444	+	503.9	471	https://v10-1.orthodb.org/?query=208463at4751	Pre-mRNA-splicing factor CLF1
209053at4751	Complete	contig_86	2577569	2571014	-	431.2	300	https://v10-1.orthodb.org/?query=209053at4751	Aminoacyl-tRNA synthetase, class II
209619at4751	Complete	contig_90	2515656	2520963	+	321.6	237	https://v10-1.orthodb.org/?query=209619at4751	Threonylcarbamoyl-AMP synthase
210178at4751	Complete	contig_85	1811127	1809315	-	257.9	289	https://v10-1.orthodb.org/?query=210178at4751	Asparagine synthase
210462at4751	Complete	contig_86	939505	937944	-	210.0	307	https://v10-1.orthodb.org/?query=210462at4751	Kinetochore protein Nuf2
210986at4751	Complete	contig_91	517228	519291	+	296.2	271	https://v10-1.orthodb.org/?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	contig_10	572504	570651	-	261.2	202	https://v10-1.orthodb.org/?query=211442at4751	Endoplasmic reticulum oxidoreductin 1
211634at4751	Complete	contig_6	327922	329097	+	383.9	258	https://v10-1.orthodb.org/?query=211634at4751	Isopropylmalate dehydrogenase-like domain
211768at4751	Complete	contig_90	434014	432279	-	425.3	307	https://v10-1.orthodb.org/?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Complete	contig_4	687058	689416	+	316.5	271	https://v10-1.orthodb.org/?query=212522at4751	Cyclin-like
212735at4751	Complete	contig_6	1197150	1198647	+	425.2	333	https://v10-1.orthodb.org/?query=212735at4751	Zinc finger, ZPR1-type
213564at4751	Complete	contig_12	219649	218181	-	207.4	188	https://v10-1.orthodb.org/?query=213564at4751	Lipoyltransferase/lipoate-protein ligase
215926at4751	Complete	contig_86	1372311	1370807	-	303.4	236	https://v10-1.orthodb.org/?query=215926at4751	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
216270at4751	Complete	contig_90	2020250	2018464	-	408.9	320	https://v10-1.orthodb.org/?query=216270at4751	Rab GDP dissociation inhibitor
216661at4751	Complete	contig_12	856956	859301	+	406.4	242	https://v10-1.orthodb.org/?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Fragmented	contig_90	1533092	1530662	-	222.6	158	https://v10-1.orthodb.org/?query=216683at4751	Ferrodoxin-fold anticodon-binding domain
216747at4751	Complete	contig_2	911575	910126	-	392.0	284	https://v10-1.orthodb.org/?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Complete	contig_86	1103949	1101321	-	250.4	292	https://v10-1.orthodb.org/?query=216949at4751	mRNA decay factor PAT1 domain
217097at4751	Complete	contig_93	109288	110947	+	300.2	218	https://v10-1.orthodb.org/?query=217097at4751	Protein kinase domain
217374at4751	Complete	contig_85	1497626	1496498	-	307.6	238	https://v10-1.orthodb.org/?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	contig_5	1295363	1296879	+	508.0	309	https://v10-1.orthodb.org/?query=219236at4751	Actin family
219492at4751	Complete	contig_6	589190	591125	+	129.6	205	https://v10-1.orthodb.org/?query=219492at4751	Cwf19-like, C-terminal domain-1
221926at4751	Complete	contig_85	139716	137497	-	449.1	400	https://v10-1.orthodb.org/?query=221926at4751	RNA recognition motif domain
224693at4751	Complete	contig_86	750259	752465	+	369.3	302	https://v10-1.orthodb.org/?query=224693at4751	Dol-P-Man
224775at4751	Complete	contig_90	1719351	1720645	+	348.6	254	https://v10-1.orthodb.org/?query=224775at4751	p-loop containing nucleoside triphosphate hydrolase protein
224804at4751	Complete	contig_6	62491	63778	+	292.6	211	https://v10-1.orthodb.org/?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	contig_86	890090	891431	+	706.7	368	https://v10-1.orthodb.org/?query=225321at4751	Actin family
225351at4751	Complete	contig_92	223352	221652	-	204.6	229	https://v10-1.orthodb.org/?query=225351at4751	Nicotinate phosphoribosyltransferase
225535at4751	Complete	contig_90	2153458	2150436	-	371.7	268	https://v10-1.orthodb.org/?query=225535at4751	Transcriptional adapter 2
225712at4751	Complete	contig_86	484635	483304	-	189.7	210	https://v10-1.orthodb.org/?query=225712at4751	Phosphatidylethanolamine-binding protein
225820at4751	Complete	contig_86	632586	631246	-	203.8	192	https://v10-1.orthodb.org/?query=225820at4751	Aminomethyltransferase, folate-binding domain
225918at4751	Complete	contig_5	1455703	1451876	-	443.8	342	https://v10-1.orthodb.org/?query=225918at4751	Mannosyltransferase
226810at4751	Complete	contig_13	679491	677892	-	313.9	242	https://v10-1.orthodb.org/?query=226810at4751	Bystin
227572at4751	Complete	contig_5	236637	230324	-	310.9	218	https://v10-1.orthodb.org/?query=227572at4751	WD40 repeat
228465at4751	Complete	contig_81	95802	97051	+	224.9	202	https://v10-1.orthodb.org/?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Complete	contig_85	1122721	1124240	+	386.8	357	https://v10-1.orthodb.org/?query=228752at4751	Cdc37
229510at4751	Complete	contig_93	831823	834547	+	365.3	325	https://v10-1.orthodb.org/?query=229510at4751	tRNA (guanine(37)-N1)-methyltransferase
229997at4751	Complete	contig_3	603815	601729	-	77.3	83	https://v10-1.orthodb.org/?query=229997at4751	Actin family
230605at4751	Complete	contig_81	229455	227278	-	343.1	417	https://v10-1.orthodb.org/?query=230605at4751	Ndc80 domain superfamily
231468at4751	Complete	contig_86	422411	426869	+	284.8	260	https://v10-1.orthodb.org/?query=231468at4751	Initiation factor 2B-related
231582at4751	Complete	contig_90	1629238	1627519	-	292.5	275	https://v10-1.orthodb.org/?query=231582at4751	NADPH
232698at4751	Complete	contig_5	965945	970241	+	598.4	492	https://v10-1.orthodb.org/?query=232698at4751	Protein SEY1
233287at4751	Complete	contig_1	278306	280087	+	347.7	262	https://v10-1.orthodb.org/?query=233287at4751	ATP-dependent RNA helicase DBP5
233706at4751	Complete	contig_93	925790	927118	+	311.1	248	https://v10-1.orthodb.org/?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Complete	contig_86	1084814	1081231	-	753.5	1024	https://v10-1.orthodb.org/?query=234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
234698at4751	Complete	contig_37	604237	606292	+	429.7	350	https://v10-1.orthodb.org/?query=234698at4751	Signal recognition particle receptor, alpha subunit, N-terminal
235105at4751	Complete	contig_12	639889	638528	-	374.3	292	https://v10-1.orthodb.org/?query=235105at4751	UAA transporter
235463at4751	Complete	contig_93	988409	987297	-	306.3	223	https://v10-1.orthodb.org/?query=235463at4751	Eukaryotic translation initiation factor 3 subunit I
235640at4751	Complete	contig_93	411324	413018	+	377.3	326	https://v10-1.orthodb.org/?query=235640at4751	Winged helix-like DNA-binding domain superfamily
236504at4751	Complete	contig_10	469350	467427	-	644.4	378	https://v10-1.orthodb.org/?query=236504at4751	Protein phosphatase 2A regulatory subunit PR55
237276at4751	Complete	contig_93	946795	952108	+	457.7	336	https://v10-1.orthodb.org/?query=237276at4751	Glucose-6-phosphate dehydrogenase
237281at4751	Complete	contig_4	1072489	1075263	+	291.1	263	https://v10-1.orthodb.org/?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site
237393at4751	Complete	contig_90	345016	347091	+	312.4	350	https://v10-1.orthodb.org/?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Duplicated	contig_70	404811	406001	+	257.3	160	https://v10-1.orthodb.org/?query=237533at4751	ATPase, AAA-type, conserved site
237533at4751	Duplicated	contig_90	334377	332549	-	244.7	157	https://v10-1.orthodb.org/?query=237533at4751	ATPase, AAA-type, conserved site
237533at4751	Duplicated	contig_5	153013	151358	-	228.5	154	https://v10-1.orthodb.org/?query=237533at4751	ATPase, AAA-type, conserved site
238922at4751	Complete	contig_5	247122	244274	-	316.7	302	https://v10-1.orthodb.org/?query=238922at4751	Protein kinase domain
240036at4751	Complete	contig_85	653548	651462	-	685.7	487	https://v10-1.orthodb.org/?query=240036at4751	Pescadillo
240246at4751	Complete	contig_5	286898	289487	+	244.6	319	https://v10-1.orthodb.org/?query=240246at4751	Nitrogen permease regulator 3
241079at4751	Complete	contig_5	1120883	1122688	+	326.9	328	https://v10-1.orthodb.org/?query=241079at4751	Adenylate cyclase-associated CAP, C-terminal
241483at4751	Complete	contig_90	1569337	1567664	-	488.2	370	https://v10-1.orthodb.org/?query=241483at4751	WD40-repeat-containing domain
241586at4751	Complete	contig_6	1152548	1151069	-	398.2	347	https://v10-1.orthodb.org/?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	contig_90	1675181	1676586	+	436.2	295	https://v10-1.orthodb.org/?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Complete	contig_37	203856	205629	+	399.2	363	https://v10-1.orthodb.org/?query=243015at4751	Ubiquitin specific protease, conserved site
244066at4751	Complete	contig_90	2984328	2982859	-	381.5	305	https://v10-1.orthodb.org/?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Complete	contig_91	971897	966959	-	521.3	399	https://v10-1.orthodb.org/?query=245480at4751	Replication factor A protein 1
245900at4751	Complete	contig_5	426332	428103	+	391.0	308	https://v10-1.orthodb.org/?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	contig_85	97752	89934	-	248.7	205	https://v10-1.orthodb.org/?query=246207at4751	WD40-repeat-containing domain
246951at4751	Complete	contig_12	1450993	1449300	-	430.6	357	https://v10-1.orthodb.org/?query=246951at4751	WD40-repeat-containing domain
247065at4751	Complete	contig_85	1266747	1264729	-	278.2	359	https://v10-1.orthodb.org/?query=247065at4751	SNU66/SART1 family
247129at4751	Complete	contig_37	341435	339323	-	473.5	306	https://v10-1.orthodb.org/?query=247129at4751	Protein kinase domain
247383at4751	Complete	contig_86	1010664	1009416	-	181.5	239	https://v10-1.orthodb.org/?query=247383at4751	Elongator complex protein 4
248360at4751	Complete	contig_81	128404	130695	+	441.9	356	https://v10-1.orthodb.org/?query=248360at4751	HRDC domain
251158at4751	Complete	contig_37	802365	801204	-	478.4	268	https://v10-1.orthodb.org/?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Complete	contig_70	444336	446192	+	319.5	234	https://v10-1.orthodb.org/?query=251613at4751	ATPase, AFG1-like
252314at4751	Complete	contig_37	958039	956699	-	73.0	122	https://v10-1.orthodb.org/?query=252314at4751	Tetratricopeptide-like helical domain superfamily
252469at4751	Complete	contig_12	208475	206903	-	340.6	255	https://v10-1.orthodb.org/?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Complete	contig_4	1102178	1101135	-	338.7	231	https://v10-1.orthodb.org/?query=254717at4751	Arsenical pump ATPase, ArsA/GET3
255378at4751	Complete	contig_10	719961	718429	-	332.8	305	https://v10-1.orthodb.org/?query=255378at4751	WD40-repeat-containing domain
255412at4751	Complete	contig_5	554823	556040	+	539.2	296	https://v10-1.orthodb.org/?query=255412at4751	WD40-repeat-containing domain
256318at4751	Complete	contig_6	303756	305378	+	516.6	343	https://v10-1.orthodb.org/?query=256318at4751	WD40-repeat-containing domain
256914at4751	Complete	contig_5	314910	313305	-	342.6	306	https://v10-1.orthodb.org/?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Complete	contig_1	893567	895232	+	361.1	275	https://v10-1.orthodb.org/?query=257330at4751	Mitochondrial import inner membrane translocase subunit Tim50
258245at4751	Complete	contig_1	390207	391619	+	496.0	324	https://v10-1.orthodb.org/?query=258245at4751	Aminoacyl-tRNA synthetase, class Ic
258762at4751	Complete	contig_5	1120291	1117029	-	201.0	186	https://v10-1.orthodb.org/?query=258762at4751	Ribonuclease III domain
259060at4751	Complete	contig_81	149922	151936	+	480.5	369	https://v10-1.orthodb.org/?query=259060at4751	Phospholipid
259444at4751	Complete	contig_93	402540	404351	+	244.3	331	https://v10-1.orthodb.org/?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	contig_10	702384	707345	+	194.9	215	https://v10-1.orthodb.org/?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Complete	contig_12	1407146	1406385	-	62.3	49	https://v10-1.orthodb.org/?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Fragmented	contig_91	253136	254322	+	251.2	182	https://v10-1.orthodb.org/?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	contig_2	372959	374157	+	356.3	210	https://v10-1.orthodb.org/?query=260722at4751	Deoxyhypusine synthase
260896at4751	Complete	contig_90	705812	704804	-	171.3	170	https://v10-1.orthodb.org/?query=260896at4751	Cyclin-like
261237at4751	Complete	contig_2	611198	616435	+	377.8	347	https://v10-1.orthodb.org/?query=261237at4751	Tetratricopeptide repeat
262317at4751	Complete	contig_81	343371	342106	-	349.7	268	https://v10-1.orthodb.org/?query=262317at4751	Transcription factor TFIIB
263390at4751	Complete	contig_70	517753	519306	+	347.8	338	https://v10-1.orthodb.org/?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	contig_9	214032	210538	-	385.1	368	https://v10-1.orthodb.org/?query=264038at4751	KEN domain
264164at4751	Complete	contig_86	1853937	1855920	+	416.8	426	https://v10-1.orthodb.org/?query=264164at4751	Ankyrin repeat-containing domain
265302at4751	Complete	contig_86	433067	434933	+	238.7	217	https://v10-1.orthodb.org/?query=265302at4751	CBS domain
265325at4751	Complete	contig_2	1047727	1049329	+	315.5	329	https://v10-1.orthodb.org/?query=265325at4751	Peptidase M16, C-terminal
266634at4751	Complete	contig_4	284205	285953	+	497.4	327	https://v10-1.orthodb.org/?query=266634at4751	SH3 domain
267556at4751	Complete	contig_5	1520576	1517510	-	170.2	152	https://v10-1.orthodb.org/?query=267556at4751	Phosphatidate cytidylyltransferase, mitochondrial
269389at4751	Complete	contig_4	522828	524009	+	435.7	296	https://v10-1.orthodb.org/?query=269389at4751	V-type proton ATPase subunit
269580at4751	Complete	contig_13	721767	723086	+	384.9	300	https://v10-1.orthodb.org/?query=269580at4751	Protein HGH1 N-terminal
269939at4751	Complete	contig_70	435494	433472	-	316.3	359	https://v10-1.orthodb.org/?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Complete	contig_5	2355312	2357060	+	154.6	185	https://v10-1.orthodb.org/?query=271511at4751	RNA (C5-cytosine) methyltransferase
271781at4751	Complete	contig_86	2514954	2513479	-	178.7	247	https://v10-1.orthodb.org/?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	contig_81	124759	127134	+	146.6	138	https://v10-1.orthodb.org/?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	contig_90	1506498	1507756	+	100.1	113	https://v10-1.orthodb.org/?query=272081at4751	Exoribonuclease, phosphorolytic domain 1
272711at4751	Missing
273469at4751	Complete	contig_2	402783	404552	+	264.5	251	https://v10-1.orthodb.org/?query=273469at4751	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
274828at4751	Complete	contig_5	1737601	1741396	+	320.3	287	https://v10-1.orthodb.org/?query=274828at4751	GPI-anchored wall transfer protein
276205at4751	Complete	contig_86	749552	748137	-	380.7	213	https://v10-1.orthodb.org/?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Fragmented	contig_6	269490	271999	+	194.3	222	https://v10-1.orthodb.org/?query=278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein
279020at4751	Fragmented	contig_12	212559	213731	+	201.9	148	https://v10-1.orthodb.org/?query=279020at4751	RNA-binding S4 domain
280937at4751	Complete	contig_6	730457	727251	-	297.5	204	https://v10-1.orthodb.org/?query=280937at4751	S-methyl-5'-thioadenosine phosphorylase
281299at4751	Complete	contig_6	255185	259940	+	287.1	262	https://v10-1.orthodb.org/?query=281299at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
281726at4751	Complete	contig_1	1342559	1341598	-	269.6	164	https://v10-1.orthodb.org/?query=281726at4751	Proteasome, subunit alpha/beta
281920at4751	Complete	contig_90	2687508	2685606	-	396.2	301	https://v10-1.orthodb.org/?query=281920at4751	Pseudouridine synthase I, TruA
282059at4751	Complete	contig_13	688912	690267	+	473.9	283	https://v10-1.orthodb.org/?query=282059at4751	Transketolase, C-terminal domain
282964at4751	Complete	contig_86	1363338	1359860	-	209.5	185	https://v10-1.orthodb.org/?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	contig_2	908549	907026	-	261.0	235	https://v10-1.orthodb.org/?query=283177at4751	S-adenosylmethionine decarboxylase
284127at4751	Complete	contig_5	536819	535372	-	485.1	298	https://v10-1.orthodb.org/?query=284127at4751	S-adenosylmethionine synthetase
284176at4751	Complete	contig_86	665783	664520	-	149.6	119	https://v10-1.orthodb.org/?query=284176at4751	Pseudouridine synthase, catalytic domain superfamily
284287at4751	Complete	contig_5	2250834	2248652	-	428.6	400	https://v10-1.orthodb.org/?query=284287at4751	Pseudouridine synthase, TruD
284377at4751	Complete	contig_85	879881	873598	-	667.1	509	https://v10-1.orthodb.org/?query=284377at4751	Serine/threonine-protein kinase, active site
